id,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
237,0,18,0,1,1,2,2,2,2,3,0,1,1,0,1,1,1,0,3,3,3,5,5,4,9,10,9,10
238,1,16,0,1,1,4,4,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,4,15,16,16
239,1,18,1,1,1,3,1,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,1,4,4,8,8,8
240,1,17,0,1,1,3,2,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,2,17,18,17
241,0,17,0,0,1,2,3,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,3,3,0,10,11,11
242,0,18,0,0,1,2,1,4,2,0,1,1,0,1,1,1,1,1,4,3,2,4,5,3,2,9,10,11
243,1,17,0,1,0,2,1,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,15,15,16
244,1,17,0,0,1,4,3,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,14,12,12
245,0,17,1,1,1,2,2,2,2,0,0,1,0,1,1,1,1,0,4,5,2,1,1,1,0,12,13,13
246,0,17,0,1,1,4,4,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,0,13,13,13
247,0,16,0,1,1,4,4,1,2,0,0,1,0,1,1,1,1,0,4,2,4,2,4,1,0,13,13,14
248,0,16,0,0,1,1,1,2,2,0,0,1,0,0,1,1,1,0,3,4,2,1,1,5,2,9,9,9
249,0,16,0,1,1,3,2,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,0,12,12,12
250,0,17,0,0,1,2,2,1,2,0,0,0,0,1,0,1,1,1,4,4,2,5,5,4,0,16,16,16
251,1,16,0,1,1,2,1,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,4,9,10,10
252,1,16,0,1,0,4,1,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,5,0,14,13,13
253,1,18,0,0,0,2,4,2,2,1,0,1,0,0,1,1,1,0,4,3,3,1,1,3,18,10,10,10
254,1,18,0,0,1,2,2,1,2,1,0,1,0,0,0,1,1,1,5,3,1,1,1,5,16,9,8,10
255,1,18,0,1,1,3,3,2,1,1,0,0,0,0,1,0,1,0,4,1,1,1,1,3,14,8,7,7
256,0,18,0,1,1,2,2,1,1,1,0,1,0,1,0,0,1,1,4,4,3,2,2,1,26,7,8,8
257,0,17,0,1,1,4,4,1,1,0,0,1,0,1,0,1,1,0,4,2,1,1,2,5,6,10,8,9
258,1,17,0,1,1,3,2,1,2,0,0,0,0,1,1,1,0,0,5,4,2,1,1,3,4,14,14,15
259,1,17,0,0,1,1,1,1,3,0,0,1,0,1,1,1,1,1,4,3,2,1,2,4,10,11,10,10
260,1,16,0,1,1,1,2,1,1,0,0,0,0,0,1,0,1,0,5,3,5,1,2,5,4,12,11,11
261,1,17,1,1,1,2,1,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,13,13
262,1,17,1,0,0,1,4,4,1,1,0,1,0,0,1,1,1,0,5,5,4,1,1,5,14,9,9,8
263,0,18,0,1,1,2,2,1,2,0,0,0,0,0,1,0,1,0,5,5,4,3,5,2,16,8,7,8
264,1,17,0,0,0,2,2,1,1,1,0,1,0,0,0,0,1,0,3,1,2,1,1,1,8,11,9,10
265,1,17,1,0,1,1,1,2,3,0,0,0,0,1,1,1,1,0,4,3,3,1,3,5,4,15,14,15
266,1,17,0,0,0,4,2,1,2,0,0,1,0,1,1,1,0,0,4,3,2,1,1,4,4,15,14,14
267,0,17,0,0,1,4,3,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,8,15,15,15
268,0,17,1,0,0,4,4,2,2,0,0,1,0,0,1,1,1,0,3,3,3,2,3,4,0,12,12,12
269,0,16,0,0,1,4,3,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,7,14,14,15
270,0,16,0,1,1,4,4,1,1,0,0,0,1,1,1,1,1,0,5,3,2,1,2,5,4,14,15,15
271,1,17,0,1,1,4,4,1,2,0,0,1,1,0,1,1,1,1,5,3,1,1,4,5,2,11,11,12
272,0,17,1,1,1,1,1,2,3,0,0,0,0,0,0,1,1,1,4,3,3,1,1,1,2,13,14,15
273,1,17,0,1,1,3,3,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,3,5,10,11,11,11
274,1,17,0,1,1,1,1,1,2,0,1,0,0,0,0,1,0,1,4,3,2,1,1,4,10,10,9,10
275,1,18,0,1,1,2,1,2,3,0,0,1,0,0,0,1,1,1,4,4,4,1,1,3,10,12,10,11
276,0,16,0,1,1,2,1,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,7,15,16,16
277,1,17,0,1,1,1,1,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,5,4,11,10,11
278,0,17,0,1,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,2,9,12,13
279,0,22,0,1,1,3,1,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,12,7,8,5
280,0,18,1,0,1,3,3,1,2,0,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,10,9,10
281,0,16,0,1,1,0,2,1,1,0,0,0,0,0,0,1,1,0,4,3,2,2,4,5,0,11,12,11
282,0,18,0,1,1,3,2,2,1,0,0,0,0,0,1,0,1,0,4,4,5,2,4,5,8,7,8,7
283,0,16,0,1,1,3,3,3,2,1,1,1,0,0,0,1,1,0,5,3,3,1,3,2,4,9,11,10
284,0,18,0,1,1,2,1,1,1,2,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,7,8,6
285,0,16,1,1,1,2,1,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,2,14,13,12
286,0,17,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,12,12,13
287,0,17,0,0,1,1,1,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,0,9,10,10
288,1,18,0,0,0,2,1,1,2,0,0,1,0,0,0,1,1,1,4,3,4,1,3,5,2,12,12,13
289,1,17,0,0,1,4,2,1,4,0,0,1,0,1,1,1,1,0,4,2,3,1,1,4,2,14,15,17
290,1,19,0,1,1,2,2,1,2,0,0,1,0,0,1,1,1,0,4,3,3,1,1,5,0,10,10,11
291,0,18,0,0,1,2,1,3,2,1,0,0,0,1,0,0,1,0,4,4,5,4,4,5,4,11,10,11
292,1,17,1,1,1,4,2,1,3,0,0,1,0,1,1,1,1,0,4,3,4,1,3,5,2,11,12,14
293,1,18,0,0,1,1,1,1,3,0,0,1,0,0,0,1,0,0,4,4,3,2,3,3,4,11,12,14
294,1,18,1,1,1,2,2,1,2,0,1,0,0,0,1,1,0,0,3,2,3,1,1,5,4,11,11,13
295,0,19,0,0,0,4,3,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,4,11,13,14
296,0,18,0,1,1,2,1,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,2,16,16,16
297,0,17,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,5,2,2,1,1,4,0,9,10,10
298,1,17,0,0,1,2,2,1,4,0,0,0,0,1,1,1,1,1,3,4,1,1,1,2,2,10,11,12
299,1,20,1,1,1,2,1,2,2,0,0,1,1,1,1,0,1,1,1,2,3,1,2,2,8,10,12,12
300,1,18,0,1,1,4,3,1,2,0,0,1,0,0,1,1,1,1,3,1,2,1,3,2,2,15,15,15
301,0,18,0,1,1,4,3,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,3,2,10,10,11
302,0,18,1,1,1,3,2,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,2,10,11,12
303,1,17,0,1,1,3,3,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,2,15,12,13
304,1,18,0,1,1,2,2,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,3,0,11,12,13
305,0,17,0,1,1,2,2,2,1,0,0,0,0,0,1,0,1,0,4,4,4,2,3,4,8,8,8,9
306,0,18,1,0,0,3,4,2,2,0,0,1,0,1,1,1,1,0,4,2,5,3,4,1,6,15,16,16
307,0,17,0,1,1,3,1,1,2,0,0,0,0,1,1,1,1,1,5,4,4,3,4,5,0,11,11,14
308,1,18,1,1,1,4,4,2,2,0,0,0,0,1,1,1,1,0,4,3,4,2,2,4,8,10,11,12
309,0,18,0,1,1,4,2,1,2,0,0,1,0,1,1,1,1,1,5,4,5,1,3,5,4,10,12,14
310,1,18,1,1,1,2,1,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,12,8,9,10
311,1,19,0,1,1,3,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,3,3,5,16,11,12,12
312,1,18,0,1,1,2,3,1,4,0,0,1,0,1,1,1,1,1,4,5,5,1,3,2,10,16,16,16
313,1,18,0,0,1,1,1,2,2,0,0,1,0,0,0,1,0,0,4,4,3,1,1,3,2,13,13,13
314,0,17,1,1,1,1,2,1,2,0,0,1,0,1,0,1,0,1,3,5,2,2,2,1,2,16,17,18
315,1,18,0,1,1,2,1,1,2,0,0,1,0,0,1,1,1,1,4,2,5,1,2,1,8,14,14,15
316,1,17,0,1,1,2,4,2,2,0,0,1,0,0,1,1,1,1,4,3,3,1,1,1,6,15,16,16
317,1,17,0,0,1,2,2,2,2,0,1,1,0,0,1,1,1,1,4,4,4,2,3,5,6,12,12,12
318,1,18,1,1,0,3,2,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,15,12,9,10
319,0,18,0,1,1,4,4,2,1,0,0,0,0,1,1,1,1,0,3,2,4,1,4,3,6,11,12,12
320,1,18,0,1,1,4,4,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,2,14,12,13
321,1,17,0,1,1,2,2,3,3,0,0,1,0,0,1,1,1,1,4,2,3,1,1,1,8,13,15,15
322,1,19,1,1,1,3,2,1,2,1,1,1,0,0,1,0,1,0,3,3,3,4,3,3,0,9,8,10
323,0,18,0,0,1,4,3,2,1,0,0,0,0,1,1,1,1,0,4,2,3,1,2,1,0,10,10,10
324,0,18,0,1,1,1,2,2,1,0,0,0,0,0,0,0,1,0,3,4,4,2,4,4,10,10,10,11
325,0,17,0,0,0,4,1,2,1,0,0,0,0,1,1,1,1,1,4,5,4,2,4,5,22,11,11,10
326,0,17,0,0,0,3,2,1,1,0,0,0,0,0,1,1,1,0,4,4,4,3,4,3,18,13,13,13
327,1,18,1,0,1,1,1,2,4,0,0,1,0,1,1,1,0,0,5,2,2,1,1,3,2,17,17,18
328,1,18,0,1,1,1,1,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,0,12,13,13
329,1,17,0,1,1,2,2,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,12,12,12,14
330,1,18,0,1,1,2,1,2,2,0,0,0,0,1,1,1,1,1,4,3,1,1,1,5,10,12,13,14
331,0,17,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,0,4,3,3,1,2,4,0,12,12,12
332,1,18,0,1,1,2,2,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,2,0,18,18,18
333,1,17,0,1,1,1,1,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,13,13,14
334,0,18,0,1,1,2,1,1,3,0,0,0,0,1,1,1,1,0,4,2,4,1,3,2,0,14,15,15
335,0,18,0,0,0,4,4,1,2,0,0,1,0,1,1,1,1,0,5,4,3,1,1,2,0,17,17,17
336,0,18,0,1,1,4,2,1,2,0,0,1,0,1,1,1,1,1,4,3,2,1,4,5,2,15,16,16
337,1,17,0,1,1,4,3,1,3,0,0,1,0,0,1,1,1,0,4,2,2,1,2,3,0,17,18,18
338,1,17,1,0,1,3,1,2,4,0,0,1,0,0,1,1,0,0,3,1,2,1,1,3,0,18,19,19
339,0,18,1,0,1,3,2,2,3,0,0,1,0,1,1,1,1,0,5,4,2,1,1,4,0,14,15,15
340,0,17,0,1,1,3,3,1,1,0,0,1,0,0,1,1,1,0,4,4,3,1,3,5,0,14,15,15
341,1,19,0,1,1,4,4,2,2,0,0,1,0,1,1,1,1,0,2,3,4,2,3,2,2,14,13,13
342,1,18,0,0,1,4,3,2,2,0,0,1,0,0,1,1,1,1,4,4,5,1,2,2,0,13,14,14
343,1,18,0,1,1,4,3,1,4,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,16,17,17
344,0,18,0,0,1,4,4,1,1,0,0,1,0,0,1,1,1,1,1,4,2,2,2,1,0,18,18,17
345,1,18,0,0,0,4,4,1,2,0,0,1,1,0,1,1,1,1,4,2,4,1,1,4,0,14,15,15
346,0,17,0,0,1,4,4,2,1,0,0,0,0,0,1,1,1,0,4,1,1,2,2,5,0,12,13,13
347,1,17,1,1,1,4,4,2,3,0,0,1,0,1,1,1,1,0,5,3,4,1,1,5,0,7,7,8
348,1,17,0,1,1,4,2,2,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,16,16,16
349,1,17,0,1,1,3,2,1,4,0,0,1,0,1,0,1,1,0,5,2,2,1,2,5,0,18,18,18
350,0,19,1,0,1,2,1,2,3,1,0,0,0,1,1,1,1,1,4,3,1,1,1,5,0,9,10,11
351,0,20,0,1,0,3,2,1,1,2,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,14,15,15
352,0,19,1,1,1,3,3,1,2,0,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,10,10,11
353,1,18,0,1,1,1,4,1,2,0,1,1,0,0,0,1,0,1,3,4,4,1,2,5,2,10,10,11
354,1,18,0,1,1,2,1,2,2,0,0,1,0,1,1,1,1,0,5,3,3,1,2,1,2,12,12,15
355,1,17,0,1,1,2,3,2,2,0,0,0,0,1,1,1,1,1,4,2,1,1,1,3,2,11,12,14
356,1,17,1,1,1,4,4,1,1,0,0,0,0,1,1,1,1,0,4,4,4,1,1,5,2,15,16,17
357,1,18,0,1,1,4,3,1,3,0,0,1,0,1,1,1,1,1,4,3,4,1,1,5,2,14,15,17
358,1,18,0,0,1,4,3,2,1,0,0,1,0,0,1,1,1,0,3,2,4,1,4,1,8,12,12,15
359,1,17,1,1,1,3,4,1,3,0,0,1,0,1,0,1,1,0,4,3,4,2,5,5,2,15,15,17
360,1,18,0,1,1,3,3,1,2,0,0,1,0,0,1,1,1,0,4,1,4,1,1,3,8,11,12,14
361,0,19,0,1,1,4,2,2,2,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,9,11,10,10
362,1,18,0,1,1,4,4,1,2,0,0,1,0,0,1,1,1,0,4,4,4,3,3,5,0,12,11,13
363,1,18,0,1,1,3,4,1,1,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,4,11,12,14
364,1,17,0,1,1,4,4,1,1,0,0,0,0,1,1,1,1,0,5,3,4,1,2,5,2,14,15,17
365,1,17,0,1,0,4,3,1,2,0,0,1,0,0,1,1,1,1,5,2,2,1,2,5,14,15,14,17
366,1,17,0,0,0,3,3,1,2,0,1,1,0,0,1,1,1,0,5,3,3,1,1,5,0,12,12,13
367,1,17,0,0,1,2,1,1,2,0,0,0,0,1,1,1,1,0,4,2,3,2,2,2,2,11,12,14
368,0,18,0,0,1,4,4,1,1,0,0,1,0,0,1,1,1,0,4,2,5,3,4,5,2,8,9,11
369,1,19,0,1,1,1,1,3,3,0,0,0,0,1,1,0,0,1,1,5,5,4,3,5,12,10,10,11
370,1,19,0,0,0,1,1,3,2,2,0,1,0,0,0,1,1,1,5,3,4,1,1,4,2,8,8,9
371,1,18,0,1,1,2,2,1,1,0,0,1,0,1,1,1,1,1,4,3,5,2,4,5,2,10,10,10
372,1,17,0,1,1,2,2,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,4,14,13,13
373,1,17,1,0,1,2,2,1,3,0,0,1,0,1,1,1,1,0,3,3,2,2,2,3,0,11,11,10
374,1,17,0,1,1,3,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,0,17,18,17
375,1,17,0,0,1,0,2,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,14,14,15
376,1,18,0,1,1,1,1,2,3,0,0,0,0,1,1,1,1,0,4,5,5,1,2,2,0,14,14,14
377,0,18,0,1,1,4,4,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,0,13,14,13
378,0,17,0,1,1,3,3,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,0,17,18,17
379,0,17,1,1,1,2,2,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,2,11,10,10
380,1,17,0,1,1,4,4,1,3,0,0,1,0,1,1,1,1,0,5,4,4,1,3,4,0,13,12,13
381,1,17,0,1,1,4,4,2,3,0,0,1,0,0,0,1,1,1,4,3,3,1,2,4,4,15,14,15
382,1,17,0,1,1,3,3,1,1,0,0,1,1,1,1,1,1,0,4,2,5,2,5,5,2,11,12,11
383,0,18,0,0,1,2,2,1,4,0,0,1,1,1,1,1,1,0,4,5,5,2,4,5,0,11,11,12
384,0,19,1,1,1,3,2,1,1,0,0,1,0,0,0,1,0,1,5,3,4,2,2,5,0,11,10,10
385,1,18,0,1,1,2,2,4,2,0,0,0,0,1,1,1,0,1,4,2,5,1,1,2,2,10,9,10
386,1,17,1,1,1,2,4,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,0,15,15,15
387,0,18,0,1,1,2,2,1,1,0,0,0,0,0,0,1,1,0,5,4,2,1,2,5,6,15,14,15
388,1,18,0,1,1,3,3,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,8,10,11,12
389,1,18,0,0,1,2,2,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,10,9,12
390,1,18,1,1,1,2,2,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,6,14,13,14
391,1,17,0,1,1,3,4,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,8,11,13,14
392,1,17,0,1,1,3,2,1,2,0,0,1,0,0,1,1,1,1,4,3,2,2,3,2,0,12,13,15
393,1,18,0,0,1,3,3,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,4,14,14,15
394,1,17,1,1,0,3,2,1,2,0,0,1,0,0,1,1,1,0,4,3,3,2,3,2,0,14,14,16
395,0,18,0,1,1,4,4,1,2,0,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,12,12,13
396,0,18,0,0,1,3,4,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,6,16,16,17
397,1,17,0,1,0,2,2,1,2,0,0,1,0,0,1,1,1,1,3,3,1,1,2,4,18,10,12,14
398,1,18,0,1,1,2,3,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,0,11,12,14
399,1,18,0,1,1,3,2,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,4,14,16,17
400,0,18,1,1,1,4,3,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,4,15,14,17
401,0,18,0,1,1,4,3,1,3,0,0,1,0,0,1,1,1,1,5,4,5,2,3,5,0,14,13,14
402,1,17,0,1,1,4,3,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,3,4,0,11,12,13
403,1,17,0,1,1,2,1,2,2,0,0,1,0,1,1,1,1,1,4,3,4,2,2,1,10,12,15,15
404,1,17,0,1,1,2,1,1,2,0,0,1,0,1,1,1,1,0,4,3,5,2,4,4,4,12,16,16
405,1,19,0,0,0,2,3,2,1,1,0,0,0,0,1,0,1,0,2,2,3,3,4,5,16,10,11,11
406,1,17,0,1,1,3,1,1,1,1,0,1,1,0,1,1,1,1,4,1,2,1,1,3,6,10,13,13
407,1,21,0,0,1,4,4,1,3,2,0,0,1,1,1,1,1,0,3,3,2,1,1,5,0,9,12,12
408,0,18,0,0,1,2,2,1,2,0,0,1,0,1,0,0,1,0,4,4,4,1,3,3,11,9,11,12
409,0,18,0,0,0,3,4,1,2,0,0,0,0,1,1,1,1,1,4,3,5,1,4,2,9,13,14,15
410,1,17,0,1,1,2,2,1,2,0,0,1,0,1,1,1,1,0,4,3,4,1,3,4,0,13,17,17
411,0,17,0,0,0,4,4,1,3,0,0,1,0,0,1,1,1,0,4,4,2,1,2,4,2,12,15,15
412,1,18,0,0,1,4,2,1,2,0,0,1,0,1,1,1,1,0,4,2,2,1,1,3,0,14,17,17
413,0,21,1,0,1,1,1,2,2,2,0,1,0,1,1,0,1,1,5,3,3,5,2,4,21,9,10,10
414,1,20,1,1,1,1,1,2,3,0,0,0,0,0,1,1,1,1,3,2,2,1,3,3,8,11,15,15
415,1,19,0,1,1,4,4,1,1,1,0,1,0,0,1,1,1,1,3,2,5,4,4,5,5,9,10,11
416,0,17,0,0,0,3,2,1,2,0,0,1,0,0,1,1,1,0,4,4,4,1,2,5,10,16,18,18
417,1,18,0,1,1,3,2,1,3,0,0,1,0,0,1,1,1,1,4,3,4,1,2,2,5,14,17,17
418,0,18,1,1,1,2,3,1,1,0,0,0,0,0,1,1,1,0,3,1,3,4,5,4,13,13,14,14
419,0,19,0,1,1,2,1,1,1,0,0,0,0,0,1,1,1,0,5,3,4,1,4,4,10,7,11,11
420,1,18,0,0,0,2,2,2,2,0,0,1,0,0,1,1,1,0,4,1,4,1,3,4,10,14,17,17
421,1,20,0,1,1,1,0,2,1,1,1,0,0,0,1,1,1,1,5,3,1,1,1,5,5,8,10,10
422,1,18,0,1,1,3,2,1,2,0,0,1,0,1,0,1,1,1,3,1,2,1,2,1,4,10,13,13
423,1,16,0,1,1,1,3,2,1,0,0,1,0,0,1,0,1,1,4,3,3,1,3,5,11,10,11,11
424,1,16,1,1,1,2,2,2,2,0,0,1,0,1,1,1,1,0,4,4,4,1,1,5,0,12,12,12
425,1,15,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,4,1,3,1,1,2,6,10,10,10
426,1,15,1,1,1,3,3,2,1,0,0,1,0,0,1,1,1,0,5,4,4,2,3,5,4,10,10,11
427,1,16,1,1,1,2,3,2,2,0,0,0,0,0,1,1,0,0,4,5,2,1,2,5,0,16,17,17
428,1,15,1,0,1,2,1,2,1,0,0,0,0,0,1,0,0,0,1,3,4,1,1,1,0,6,8,9
429,0,16,1,0,0,4,4,1,2,0,0,1,0,0,1,1,0,0,5,3,2,1,3,2,5,10,11,11
430,0,16,0,1,0,1,2,1,3,0,1,0,0,0,1,1,1,0,4,4,3,1,1,5,0,10,11,11
431,1,17,1,1,1,3,2,1,2,1,0,0,0,0,1,1,0,1,4,5,4,1,2,5,0,10,10,10
432,1,17,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,5,4,4,2,2,5,0,6,6,7
433,1,15,1,1,1,4,4,2,1,0,0,0,0,0,1,1,1,1,1,5,1,3,5,5,0,13,14,14
434,1,16,0,0,0,2,2,2,4,0,0,0,0,1,0,0,0,1,1,2,1,1,1,1,4,10,9,11
435,1,15,1,0,1,1,1,2,2,0,0,1,0,0,1,1,1,0,5,4,3,1,2,4,0,10,10,10
436,1,15,1,0,1,1,1,2,1,1,0,1,0,0,1,1,1,1,4,4,3,1,2,2,4,6,7,8
437,1,16,1,1,1,0,2,2,1,0,0,1,0,1,1,1,0,0,3,2,3,1,2,2,0,12,11,12
438,1,17,1,1,1,2,3,2,1,0,0,1,0,0,1,1,1,0,5,5,5,1,3,3,2,10,11,12
439,1,15,1,1,1,3,3,2,1,0,0,0,0,0,0,1,1,0,4,1,3,1,1,4,0,14,16,16
440,0,16,0,1,1,1,1,2,2,0,0,1,0,1,1,1,0,1,5,4,5,4,5,3,0,7,0,0
441,0,17,0,1,1,1,1,1,2,0,0,0,1,0,0,1,1,0,4,4,3,2,4,5,4,8,9,9
442,0,15,1,0,1,4,1,1,2,0,0,1,0,1,1,1,1,0,5,3,4,1,2,2,0,12,13,14
443,0,15,1,0,1,4,1,1,2,0,0,1,0,1,1,1,1,0,5,3,4,1,2,2,7,7,9,8
444,0,16,1,1,1,3,4,3,2,0,0,0,0,0,0,1,0,0,3,4,5,1,2,5,4,9,10,11
445,0,15,1,1,1,1,1,4,2,0,0,1,0,1,1,1,0,1,5,4,5,2,4,4,8,7,9,9
446,0,15,0,0,1,3,3,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,0,11,11,11
447,0,17,1,1,1,2,1,3,1,0,0,0,0,1,1,0,0,1,5,5,5,5,5,3,8,8,10,9
448,1,16,1,1,1,4,4,2,3,0,0,0,0,1,1,1,1,1,4,2,2,1,1,4,6,16,16,17
449,1,15,1,1,1,1,2,2,1,0,0,0,0,0,1,1,0,0,5,1,2,1,1,1,3,11,13,13
450,1,16,1,1,1,2,3,3,2,0,0,1,0,0,1,1,1,0,4,5,4,1,2,1,2,15,15,15
451,0,16,1,1,1,1,2,2,2,0,0,0,0,0,1,1,0,0,4,3,3,1,1,5,0,10,11,11
452,1,16,1,1,1,2,2,3,2,0,0,1,0,0,1,1,1,0,4,4,5,1,1,4,4,9,10,11
453,1,16,0,1,1,1,2,1,3,1,0,1,0,0,1,1,0,0,1,3,2,1,2,4,0,10,8,8
454,1,16,0,1,1,1,2,1,3,1,0,1,0,0,1,1,0,0,1,3,2,1,2,4,3,9,8,8
455,1,15,0,1,1,2,1,1,2,0,1,1,0,0,0,1,1,0,4,4,2,3,3,2,0,9,10,9
456,1,16,0,1,1,1,1,1,2,0,0,1,0,0,0,1,0,1,5,4,3,2,1,2,0,13,14,15
457,0,17,1,0,1,1,2,1,1,0,0,1,0,1,1,1,1,0,5,5,5,5,5,3,4,10,11,11
458,1,16,1,1,1,1,1,4,4,0,0,1,0,0,0,1,1,0,4,3,2,1,1,1,0,13,10,13
459,1,16,1,1,1,1,1,4,3,0,1,1,0,0,1,1,0,0,4,4,3,1,1,5,2,10,9,10
460,1,15,1,1,1,1,1,2,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,2,1,11,10,11
461,1,16,1,1,1,1,1,2,1,0,0,0,0,1,1,1,1,1,4,2,2,4,3,2,0,13,12,14
462,1,15,1,1,1,1,1,3,2,0,0,1,0,0,1,1,0,0,4,2,1,1,2,2,0,13,14,14
463,1,15,1,0,1,2,2,1,3,0,1,1,0,0,1,1,0,0,4,4,3,2,2,5,2,14,11,12
464,0,16,1,1,1,1,1,2,1,0,0,0,0,1,1,1,0,0,3,4,4,3,4,5,6,11,11,11
465,1,18,0,1,1,1,2,1,2,1,0,1,0,1,1,1,1,1,3,4,4,2,3,5,9,9,8,8
466,0,15,0,1,1,3,1,2,1,0,0,1,0,0,1,1,0,0,3,2,3,1,3,4,0,10,9,11
467,1,16,1,1,1,2,2,3,2,0,0,1,0,1,1,1,1,0,5,3,4,1,1,2,1,14,13,14
468,0,15,0,1,1,2,2,3,1,0,0,0,0,0,1,1,0,0,4,3,3,1,2,4,1,13,12,13
469,0,16,0,1,1,4,4,1,2,0,0,1,0,1,1,1,0,1,4,3,1,1,1,3,0,13,12,13
470,1,15,1,1,1,3,3,1,2,0,0,1,0,0,1,1,1,1,4,5,4,1,1,1,4,13,12,12
471,1,16,1,1,1,2,2,2,2,1,0,1,0,1,0,1,0,0,4,4,4,2,3,5,2,12,11,12
472,1,16,1,0,1,2,2,3,1,0,0,1,0,1,1,1,0,1,4,3,2,1,1,4,0,14,14,16
473,0,16,0,0,1,2,1,2,1,0,0,1,0,1,1,1,1,0,2,4,3,2,3,4,4,10,8,10
474,0,15,1,0,1,1,3,3,1,0,0,1,0,1,1,1,1,0,4,2,4,3,5,3,2,10,11,11
475,1,15,0,1,1,2,2,2,3,0,0,1,0,1,1,1,0,0,5,3,2,1,1,4,0,12,13,14
